,image,qw,qx,qy,qz,class,x,y,z
0,SMIR.Body.021Y.M.CT.57761_0.png,0.0976270078546495,0.4303787327448389,0.8223394597648912,0.3591669899251344,0,0.09173082859609602,0.1168957543051213,0.9888988005405358
1,SMIR.Body.021Y.M.CT.57761_1.png,-0.1526904013221905,0.2917882261333122,-0.1485485890519889,0.932458357850208,1,0.4506687081199063,-0.21376626508508853,0.8667189275844311
2,SMIR.Body.021Y.M.CT.57761_2.png,0.9273255210020586,-0.2331169623484446,0.2913606494235833,0.0288588276124004,2,0.5511139472956647,0.05475483045670598,0.8326315665634163
3,SMIR.Body.021Y.M.CT.57761_3.png,0.1360891221878646,0.8511932765853221,0.3045949657893724,0.4051810256340379,3,-0.37116237719072814,0.4801358379868101,0.7948006459728322
4,SMIR.Body.021Y.M.CT.57761_4.png,-0.0770412754941363,0.5610583525729109,-0.7738357069532764,0.2836484893711417,4,0.07282878531855111,-0.18525041944663526,0.9799889030615959
5,SMIR.Body.021Y.M.CT.57761_5.png,0.0436966435001433,-0.1706761200189528,-0.6412188378192107,0.7468592018766844,5,-0.19035956719900943,-0.05767124582809173,0.9800190113362299
6,SMIR.Body.021Y.M.CT.57761_6.png,-0.0876993355669029,0.136867897737297,-0.9584760525433867,0.2343067685982274,6,-0.09901900157391998,0.031725562281633965,0.9945796730404348
7,SMIR.Body.021Y.M.CT.57761_7.png,0.2241914454448428,0.2338679937495138,0.8754314638893246,0.3586972390770852,7,-0.18223692361811003,-0.13154300508436234,0.9744157949682376
8,SMIR.Body.021Y.M.CT.57761_8.png,-0.280984198852428,-0.1259360924013171,0.3899878059185988,-0.8678118988932703,8,0.39454102830809484,0.18961110879751125,0.8991023325529578
9,SMIR.Body.021Y.M.CT.57761_9.png,0.3335334308913353,0.3412757392363188,-0.5406977052853829,-0.6927714715443184,9,-0.06147303740633729,0.09382603604126939,0.9936889556761821
10,SMIR.Body.021Y.M.CT.57761_10.png,-0.3691432981516322,-0.2725784581147548,0.6687770502482759,-0.5849542432214104,10,0.8072078585716208,0.09381279815264063,0.5827646454298597
11,SMIR.Body.021Y.M.CT.57761_11.png,-0.5822464878103306,-0.6773809642300075,0.2370811259370151,-0.3820164871517942,11,-0.7770534260756875,0.16131269738901552,0.6084128423078494
12,SMIR.Body.021Y.M.CT.57761_12.png,-0.0673784542873874,-0.5111488159967945,0.339850716740605,-0.7865675572599055,12,0.755444251512489,-0.3894094805657493,0.5269385536305431
13,SMIR.Body.021Y.M.CT.57761_13.png,-0.606835276639893,-0.2625496586780718,0.7485937957732506,-0.0492539610915642,13,0.3295800087239681,-0.8743558034762685,0.35620071136492415
14,SMIR.Body.021Y.M.CT.57761_14.png,0.9535221763806744,0.2096910394900919,-0.1074206539226263,-0.1878454956038669,14,-0.11518893531031683,-0.0512532747454191,0.9920204690478651
15,SMIR.Body.021Y.M.CT.57761_15.png,-0.4077196049557101,-0.7625445620915119,-0.4543981968032268,-0.2140392330891696,15,0.02187183647586703,-0.03830001881126963,0.9990268921947143
16,SMIR.Body.021Y.M.CT.57761_16.png,-0.8717050073024313,0.3849442387400397,0.0828090846663028,-0.2917035632306342,16,0.06567044144881799,-0.04605302115401143,0.9967780657511006
17,SMIR.Body.021Y.M.CT.57761_17.png,0.0464961069333993,-0.8121189784831166,0.1013235509288284,0.5727428872144552,17,0.8885327542970718,0.305830918641009,0.34201899617485587
18,SMIR.Body.021Y.M.CT.57761_18.png,-0.3628620950973527,0.3348207599273634,-0.7497822050984981,0.4405142490100138,18,-0.13183404817225308,0.21141129362508723,0.9684653058681468
19,SMIR.Body.021Y.M.CT.57761_19.png,-0.4211878141055978,-0.6336172759857663,0.1151331305473704,-0.6386504012929826,19,-0.3382692285146455,0.8408109428076385,0.42262381321340226
20,SMIR.Body.021Y.M.CT.57761_20.png,0.3556330735924602,-0.4599840536156703,-0.778613154255458,0.2360113205056958,20,0.11580388274137604,0.31613562292014435,0.9416197367636863
21,SMIR.Body.021Y.M.CT.57761_21.png,0.184083862543678,0.1445038115817467,-0.1466988223338084,0.9610989727989624,21,0.3131717517381869,0.10953495529849931,0.9433586526242239
22,SMIR.Body.021Y.M.CT.57761_22.png,0.3989585506350086,-0.4051260982897327,0.781227960338078,-0.257658287943077,22,-0.16100829364400968,0.3820453811702595,0.9100097011045077
23,SMIR.Body.021Y.M.CT.57761_23.png,0.7622063942223232,0.1625457452717174,0.5594640586517549,0.2821706228110434,23,0.2520141366571093,-0.7181900443196881,0.6486076897208792
24,SMIR.Body.021Y.M.CT.57761_24.png,0.450508559639281,0.0026487638534045,0.851347667450086,0.2687790372575341,24,-0.707114835552853,-0.2936258243324224,0.6432514940722385
25,SMIR.Body.021Y.M.CT.57761_25.png,-0.1522899028836406,0.2127864282558487,0.5854653221078053,-0.7673070298381305,25,-0.12935511867313598,-0.07237158359067797,0.9889537942500835
26,SMIR.Body.021Y.M.CT.57761_26.png,0.236030857997683,-0.1424625981084677,-0.8410593995572081,-0.4654169406344504,26,0.529494685137341,0.012446736841242232,0.8482219386182563
27,SMIR.Body.021Y.M.CT.57761_27.png,0.1399298214025297,0.1817455224963464,0.4248550616823464,0.8757204957620186,27,0.18209076100902558,0.08130193009742061,0.9799147671698738
28,SMIR.Body.021Y.M.CT.57761_28.png,0.3042065400033777,-0.1371631291320521,0.8941310332020771,-0.298620750268402,28,-0.40500207709118374,0.2224693973612501,0.8868374624414268
29,SMIR.Body.021Y.M.CT.57761_29.png,-0.1282701494687463,0.7838467100313442,0.50570524808787,0.3367392254916098,29,-0.2284889992043762,0.6166685069962041,0.753334407631601
30,SMIR.Body.021Y.M.CT.57761_30.png,-0.6750141306472504,0.2311191285676883,0.6836033976970076,0.1537083813386761,30,-0.1637600988838108,0.9803504629454912,0.10997999734554294
31,SMIR.Body.021Y.M.CT.57761_31.png,-0.1856334055480006,-0.8616660090897239,0.4597478964352945,-0.108184098865596,31,-0.2117609076062766,-0.2875699590393369,0.9340561207271649
32,SMIR.Body.021Y.M.CT.57761_32.png,0.4441111989406958,0.7327646518572584,0.2957782136746718,-0.4222990128799602,32,0.8748392059360249,-0.10904016114167292,0.4719815748685784
33,SMIR.Body.021Y.M.CT.57761_33.png,0.0420732124082585,-0.8913240233214927,0.3289103879184429,-0.3091751719769491,33,-0.36399150020849613,-0.3762115018626713,0.8520417205995265
34,SMIR.Body.021Y.M.CT.57761_34.png,-0.3092966386061946,0.8561625869311817,-0.3891574184145843,0.1409883604384129,34,-0.0004521017156273818,-0.0005182782484577159,0.99999976349582
35,SMIR.Body.021Y.M.CT.57761_35.png,0.1544571772083351,-0.5242143572509828,0.8100259693049948,0.2126034268592012,35,-0.21625744379676465,0.4208123087929353,0.8809935974630283
36,SMIR.Body.021Y.M.CT.57761_36.png,0.0712656060499166,0.1798199527091419,0.7597074527365292,-0.6208305600230988,36,-0.3251391738345314,-0.0649220471264318,0.9434350244903523
37,SMIR.Body.021Y.M.CT.57761_37.png,-0.2035578755678162,-0.5803125020497557,0.7879192431718676,-0.0313824393338278,37,0.09316036329040078,-0.34483511516954374,0.9340288486217158
38,SMIR.Body.021Y.M.CT.57761_38.png,-0.5451707440533535,-0.4912870364592141,-0.671926042394472,-0.0997060739751496,38,0.06335848463070391,-0.6314897622454962,0.7727912930438771
39,SMIR.Body.021Y.M.CT.57761_39.png,-0.3764082360117948,0.392686977630919,-0.2991320989523778,-0.783985819283696,39,-0.6343376495998829,-0.5520429824438866,0.5411693744425629
40,SMIR.Body.021Y.M.CT.57761_40.png,0.3587855469971346,-0.0926063108879093,0.0852891847279099,0.9248906732247586,40,-0.17340801240690226,-0.15487757893101947,0.9725958033929375
41,SMIR.Body.021Y.M.CT.57761_41.png,0.3261564062002016,-0.4733552465256987,-0.6868570782748955,-0.444729314645255,41,0.5957705335323765,0.6327320421736742,0.4946793245945087
42,SMIR.Body.021Y.M.CT.57761_42.png,0.1766342271072114,0.6620969104723808,0.2382154232021517,0.6882451911243449,42,0.08959342158775985,0.8223499178961851,0.5618840016803608
43,SMIR.Body.021Y.M.CT.57761_43.png,-0.4529159303687284,0.5960936678251274,0.3648210602328182,-0.5535748307208505,43,0.04219987572171772,-0.32678485507530536,0.9441561465046358
44,SMIR.Body.021Y.M.CT.57761_44.png,-0.4921167148099483,-0.573376045265036,0.0251154655799706,-0.6545458449257718,44,-0.1741714755722655,0.7555047388545537,0.6315670088480654
45,SMIR.Body.021Y.M.CT.57761_45.png,-0.5850598491177812,-0.1506290624969875,-0.7654531640044763,-0.2215791330362453,45,-0.4001559393201406,-0.7259355677867884,0.5593681932760292
46,SMIR.Body.021Y.M.CT.57761_46.png,-0.4447425874105362,0.1735686929163375,0.0414578387930614,-0.8777010808842063,46,-0.15125349287925,-0.22100412498791547,0.9634726553619218
47,SMIR.Body.021Y.M.CT.57761_47.png,0.4337193623851874,-0.2078805943854125,0.1773542851785897,-0.8586143666972651,47,0.11147783082713168,-0.16981266324508493,0.9791508324235285
48,SMIR.Body.021Y.M.CT.57761_48.png,-0.7103044813132455,-0.0238874387020908,-0.2191496799954874,0.6684836212327497,48,0.0037300229155680714,0.34324245608939086,0.9392394280835809
49,SMIR.Body.021Y.M.CT.57761_49.png,0.5306505076139305,0.4973272397010946,0.3607522044336074,0.5838951125130786,49,-0.011679687937779484,0.19756226362087162,0.9802207592591953
50,SMIR.Body.021Y.M.CT.57761_50.png,-0.5183424401691064,-0.7994121154690044,0.1554843747416477,0.260932929259813,50,0.21595643098955536,0.1374684900540561,0.9666774199062018
51,SMIR.Body.021Y.M.CT.57761_51.png,-0.4365397884921018,0.1728203323726533,-0.8824512058005797,-0.0290863398003198,51,-0.6980785304424169,0.34910192304334725,0.6251513518043392
52,SMIR.Body.021Y.M.CT.57761_52.png,-0.3236820963263087,0.923140309082997,0.0682784148153154,0.195907958833383,52,-0.4059019268803809,-0.00033873429527642764,0.9139165777103899
53,SMIR.Body.021Y.M.CT.57761_53.png,-0.4139594309844066,0.6978871106258364,-0.2327621723233822,-0.5361090760812468,53,0.8809307659946756,-0.33080714601276584,0.3384192926990464
54,SMIR.Body.021Y.M.CT.57761_54.png,0.9636587796365064,-0.0432593859200238,-0.0049295922330121,0.2635641877792161,54,0.011454601487064885,-0.0067634969148663,0.9999115196927452
55,SMIR.Body.021Y.M.CT.57761_55.png,-0.2628307877407649,-0.7261994566288021,0.4576151825628072,-0.4406162399363079,55,-0.3582814015481924,-0.8043114549204984,0.4740437962766036
56,SMIR.Body.021Y.M.CT.57761_56.png,0.022637965092912,-0.5513659420505215,0.6915212932092017,0.466134553022479,56,-0.2543552339148858,0.4823784731616666,0.8382209873358714
57,SMIR.Body.021Y.M.CT.57761_57.png,-0.3337096959427161,-0.8377972200240065,-0.1414494732064669,-0.4083205891006226,57,-0.4575616357456664,0.3721158878146599,0.8075686444690987
58,SMIR.Body.021Y.M.CT.57761_58.png,0.5411614970055525,-0.7061067091992499,0.2556748477281756,-0.3784017991787163,58,-0.15543512145312052,-0.20549765169356107,0.9662352913070841
59,SMIR.Body.021Y.M.CT.57761_59.png,-0.1589210666398031,0.1147375826478338,0.8297855130642768,0.5225278786962986,59,0.38351475693858533,0.010109169446646854,0.9234794182348824
60,SMIR.Body.021Y.M.CT.57761_60.png,-0.4593441895225707,-0.7370344014177448,-0.4527370079827855,-0.2020208115057318,60,0.06048562348715607,-0.10147204842098044,0.9929979419619258
61,SMIR.Body.021Y.M.CT.57761_61.png,-0.4757637015206435,-0.0877188663990407,0.5983729400843951,0.6386737237179874,61,0.273532398531673,-0.366500098834609,0.889301807322875
62,SMIR.Body.021Y.M.CT.57761_62.png,-0.4329623068356667,-0.240146088199759,-0.6442085353709037,0.5829827271344895,62,-0.7823240648860921,0.29990279913685514,0.545918829653256
63,SMIR.Body.021Y.M.CT.57761_63.png,-0.8863038471335194,0.3939944834499747,0.172493747498502,0.171696664618838,63,-0.4332223435135228,-0.08277248949465192,0.897478198099268
64,SMIR.Body.021Y.M.CT.57761_64.png,-0.4811548713092901,-0.2523737241348771,0.3020419371729026,-0.7833059181255263,64,0.38620731099066025,0.5669924806930758,0.7275736662186693
65,SMIR.Body.021Y.M.CT.57761_65.png,-0.2582944015642225,-0.6058914396287207,-0.0660749368892996,-0.749542305824222,65,0.23823682731452797,0.8410586305219885,0.48565789825306555
66,SMIR.Body.021Y.M.CT.57761_66.png,0.037670297663052,-0.3863798009096078,0.1533730001508312,0.9087179545644304,66,-0.7119503358537791,0.051014931682245905,0.7003743256453273
67,SMIR.Body.021Y.M.CT.57761_67.png,0.2911404889120077,-0.9292751284890182,-0.2250245557464075,0.0323867349223067,67,-0.0636728658570004,0.031038423875240844,0.9974880362174262
68,SMIR.Body.021Y.M.CT.57761_68.png,0.0723549894069039,0.3627850212076757,-0.4775554610351849,-0.7969269511885922,68,-0.4296234233708854,0.27317788436544127,0.8606959727945185
69,SMIR.Body.021Y.M.CT.57761_69.png,-0.2146486469058113,0.9128114455918976,0.2476832896962776,-0.2436271971335799,69,0.27284211158204363,-0.2002496283598749,0.940987390186066
70,SMIR.Body.021Y.M.CT.57761_70.png,0.7640828204597792,-0.0827920764628282,0.5833356423016295,-0.2627592890341794,70,0.29007705288442487,0.7967632142471378,0.5301166700005351
71,SMIR.Body.021Y.M.CT.57761_71.png,0.8080887858019155,0.3800500403824547,0.3407185314445846,-0.294049933509134,71,0.7275853883538586,0.2644942059058331,0.6329789235797725
72,SMIR.Body.021Y.M.CT.57761_72.png,0.5135572854737784,0.2721221108942826,-0.4947901192651959,-0.6460582088146368,72,0.051435873672161216,-0.1479040996893056,0.9876632666018704
73,SMIR.Body.021Y.M.CT.57761_73.png,-0.0837223454799143,0.1819683306473698,0.9728031112626524,-0.1163279941650102,73,0.11169555734429591,0.04536007980616566,0.9927066866046211
74,SMIR.Body.021Y.M.CT.57761_74.png,0.9037489536654724,0.1515023240897448,0.2720824883394377,-0.2936937079390526,74,0.48472876038208407,0.31990995090351293,0.8140612091061459
75,SMIR.Body.021Y.M.CT.57761_75.png,0.2577968781234008,-0.2031314827606458,-0.9306653334812168,-0.1616799536045985,75,0.5106830625465878,0.19184781982264454,0.8380914172435702
