image,qw,qx,qy,qz
SMIR.Body.021Y.M.CT.57761_0.png,0.0976270078546495,0.43037873274483895,0.8223394597648912,0.35916698992513446
SMIR.Body.021Y.M.CT.57761_1.png,-0.15269040132219058,0.29178822613331223,-0.14854858905198892,0.9324583578502081
SMIR.Body.021Y.M.CT.57761_2.png,0.9273255210020586,-0.2331169623484446,0.2913606494235833,0.028858827612400453
SMIR.Body.021Y.M.CT.57761_3.png,0.13608912218786462,0.8511932765853221,0.3045949657893724,0.4051810256340379
SMIR.Body.021Y.M.CT.57761_4.png,-0.07704127549413631,0.5610583525729109,-0.7738357069532764,0.28364848937114173
SMIR.Body.021Y.M.CT.57761_5.png,0.04369664350014335,-0.17067612001895283,-0.6412188378192107,0.7468592018766844
SMIR.Body.021Y.M.CT.57761_6.png,-0.0876993355669029,0.13686789773729702,-0.9584760525433869,0.23430676859822744
SMIR.Body.021Y.M.CT.57761_7.png,0.22419144544484282,0.23386799374951384,0.8754314638893246,0.35869723907708523
SMIR.Body.021Y.M.CT.57761_8.png,-0.280984198852428,-0.1259360924013171,0.38998780591859883,-0.8678118988932703
SMIR.Body.021Y.M.CT.57761_9.png,0.33353343089133536,0.3412757392363188,-0.5406977052853829,-0.6927714715443184
SMIR.Body.021Y.M.CT.57761_10.png,-0.36914329815163227,-0.2725784581147548,0.6687770502482759,-0.5849542432214104
SMIR.Body.021Y.M.CT.57761_11.png,-0.5822464878103306,-0.6773809642300075,0.23708112593701516,-0.38201648715179426
SMIR.Body.021Y.M.CT.57761_12.png,-0.06737845428738742,-0.5111488159967945,0.339850716740605,-0.7865675572599055
SMIR.Body.021Y.M.CT.57761_13.png,-0.606835276639893,-0.2625496586780718,0.7485937957732506,-0.04925396109156423
SMIR.Body.021Y.M.CT.57761_14.png,0.9535221763806743,0.20969103949009193,-0.1074206539226263,-0.18784549560386696
SMIR.Body.021Y.M.CT.57761_15.png,-0.40771960495571014,-0.7625445620915119,-0.45439819680322685,-0.2140392330891696
SMIR.Body.021Y.M.CT.57761_16.png,-0.8717050073024313,0.3849442387400397,0.08280908466630288,-0.29170356323063423
SMIR.Body.021Y.M.CT.57761_17.png,0.04649610693339934,-0.8121189784831166,0.1013235509288284,0.5727428872144552
SMIR.Body.021Y.M.CT.57761_18.png,-0.3628620950973527,0.3348207599273634,-0.7497822050984981,0.44051424901001385
SMIR.Body.021Y.M.CT.57761_19.png,-0.4211878141055978,-0.6336172759857663,0.11513313054737044,-0.6386504012929826
SMIR.Body.021Y.M.CT.57761_20.png,0.3556330735924602,-0.4599840536156703,-0.778613154255458,0.2360113205056958
SMIR.Body.021Y.M.CT.57761_21.png,0.18408386254367803,0.14450381158174674,-0.1466988223338084,0.9610989727989625
SMIR.Body.021Y.M.CT.57761_22.png,0.3989585506350086,-0.4051260982897327,0.781227960338078,-0.257658287943077
SMIR.Body.021Y.M.CT.57761_23.png,0.7622063942223232,0.1625457452717174,0.5594640586517549,0.28217062281104344
SMIR.Body.021Y.M.CT.57761_24.png,0.45050855963928105,0.002648763853404512,0.851347667450086,0.26877903725753416
SMIR.Body.021Y.M.CT.57761_25.png,-0.15228990288364064,0.2127864282558487,0.5854653221078053,-0.7673070298381305
SMIR.Body.021Y.M.CT.57761_26.png,0.23603085799768309,-0.14246259810846773,-0.8410593995572081,-0.46541694063445044
SMIR.Body.021Y.M.CT.57761_27.png,0.13992982140252974,0.18174552249634646,0.42485506168234644,0.8757204957620186
SMIR.Body.021Y.M.CT.57761_28.png,0.30420654000337777,-0.1371631291320521,0.8941310332020771,-0.298620750268402
SMIR.Body.021Y.M.CT.57761_29.png,-0.12827014946874638,0.7838467100313442,0.50570524808787,0.3367392254916098
SMIR.Body.021Y.M.CT.57761_30.png,-0.6750141306472504,0.23111912856768835,0.6836033976970076,0.15370838133867612
SMIR.Body.021Y.M.CT.57761_31.png,-0.18563340554800067,-0.8616660090897239,0.4597478964352945,-0.10818409886559609
SMIR.Body.021Y.M.CT.57761_32.png,0.44411119894069584,0.7327646518572584,0.2957782136746718,-0.42229901287996024
SMIR.Body.021Y.M.CT.57761_33.png,0.042073212408258565,-0.8913240233214927,0.3289103879184429,-0.3091751719769491
SMIR.Body.021Y.M.CT.57761_34.png,-0.3092966386061946,0.8561625869311817,-0.38915741841458434,0.1409883604384129
SMIR.Body.021Y.M.CT.57761_35.png,0.15445717720833518,-0.5242143572509828,0.8100259693049948,0.21260342685920122
SMIR.Body.021Y.M.CT.57761_36.png,0.07126560604991661,0.17981995270914197,0.7597074527365292,-0.6208305600230988
SMIR.Body.021Y.M.CT.57761_37.png,-0.20355787556781624,-0.5803125020497557,0.7879192431718676,-0.03138243933382784
SMIR.Body.021Y.M.CT.57761_38.png,-0.5451707440533535,-0.4912870364592141,-0.671926042394472,-0.09970607397514966
SMIR.Body.021Y.M.CT.57761_39.png,-0.37640823601179485,0.392686977630919,-0.29913209895237786,-0.783985819283696
SMIR.Body.021Y.M.CT.57761_40.png,0.3587855469971346,-0.09260631088790938,0.08528918472790996,0.9248906732247586
SMIR.Body.021Y.M.CT.57761_41.png,0.3261564062002016,-0.4733552465256987,-0.6868570782748955,-0.44472931464525506
SMIR.Body.021Y.M.CT.57761_42.png,0.17663422710721144,0.6620969104723808,0.23821542320215178,0.6882451911243449
SMIR.Body.021Y.M.CT.57761_43.png,-0.45291593036872846,0.5960936678251274,0.36482106023281824,-0.5535748307208505
SMIR.Body.021Y.M.CT.57761_44.png,-0.49211671480994834,-0.573376045265036,0.025115465579970644,-0.6545458449257718
SMIR.Body.021Y.M.CT.57761_45.png,-0.5850598491177812,-0.1506290624969875,-0.7654531640044763,-0.22157913303624535
SMIR.Body.021Y.M.CT.57761_46.png,-0.4447425874105362,0.17356869291633759,0.04145783879306142,-0.8777010808842063
SMIR.Body.021Y.M.CT.57761_47.png,0.4337193623851874,-0.2078805943854125,0.17735428517858975,-0.8586143666972651
SMIR.Body.021Y.M.CT.57761_48.png,-0.7103044813132455,-0.02388743870209087,-0.21914967999548743,0.6684836212327497
SMIR.Body.021Y.M.CT.57761_49.png,0.5306505076139305,0.4973272397010946,0.3607522044336074,0.5838951125130786
SMIR.Body.021Y.M.CT.57761_50.png,-0.5183424401691064,-0.7994121154690044,0.1554843747416477,0.260932929259813
SMIR.Body.021Y.M.CT.57761_51.png,-0.43653978849210184,0.17282033237265337,-0.8824512058005797,-0.029086339800319827
SMIR.Body.021Y.M.CT.57761_52.png,-0.32368209632630873,0.923140309082997,0.06827841481531542,0.19590795883338305
SMIR.Body.021Y.M.CT.57761_53.png,-0.4139594309844066,0.6978871106258364,-0.23276217232338223,-0.5361090760812468
SMIR.Body.021Y.M.CT.57761_54.png,0.9636587796365064,-0.043259385920023874,-0.004929592233012146,0.26356418777921614
SMIR.Body.021Y.M.CT.57761_55.png,-0.26283078774076496,-0.7261994566288021,0.4576151825628072,-0.4406162399363079
SMIR.Body.021Y.M.CT.57761_56.png,0.02263796509291205,-0.5513659420505215,0.6915212932092017,0.466134553022479
SMIR.Body.021Y.M.CT.57761_57.png,-0.33370969594271616,-0.8377972200240065,-0.1414494732064669,-0.4083205891006226
SMIR.Body.021Y.M.CT.57761_58.png,0.5411614970055525,-0.7061067091992499,0.2556748477281756,-0.3784017991787163
SMIR.Body.021Y.M.CT.57761_59.png,-0.1589210666398031,0.11473758264783385,0.8297855130642768,0.5225278786962986
SMIR.Body.021Y.M.CT.57761_60.png,-0.4593441895225707,-0.7370344014177448,-0.45273700798278554,-0.20202081150573184
SMIR.Body.021Y.M.CT.57761_61.png,-0.4757637015206435,-0.0877188663990407,0.5983729400843951,0.6386737237179874
SMIR.Body.021Y.M.CT.57761_62.png,-0.4329623068356667,-0.24014608819975902,-0.6442085353709037,0.5829827271344895
SMIR.Body.021Y.M.CT.57761_63.png,-0.8863038471335194,0.3939944834499747,0.172493747498502,0.17169666461883804
SMIR.Body.021Y.M.CT.57761_64.png,-0.48115487130929013,-0.25237372413487713,0.3020419371729026,-0.7833059181255263
SMIR.Body.021Y.M.CT.57761_65.png,-0.25829440156422256,-0.6058914396287207,-0.06607493688929968,-0.749542305824222
SMIR.Body.021Y.M.CT.57761_66.png,0.03767029766305208,-0.3863798009096078,0.15337300015083122,0.9087179545644303
SMIR.Body.021Y.M.CT.57761_67.png,0.2911404889120077,-0.9292751284890182,-0.2250245557464075,0.03238673492230673
SMIR.Body.021Y.M.CT.57761_68.png,0.07235498940690399,0.36278502120767575,-0.4775554610351849,-0.7969269511885922
SMIR.Body.021Y.M.CT.57761_69.png,-0.2146486469058113,0.9128114455918976,0.24768328969627768,-0.2436271971335799
SMIR.Body.021Y.M.CT.57761_70.png,0.7640828204597792,-0.08279207646282827,0.5833356423016295,-0.26275928903417944
SMIR.Body.021Y.M.CT.57761_71.png,0.8080887858019155,0.3800500403824547,0.34071853144458464,-0.29404993350913405
SMIR.Body.021Y.M.CT.57761_72.png,0.5135572854737784,0.2721221108942826,-0.4947901192651959,-0.6460582088146368
SMIR.Body.021Y.M.CT.57761_73.png,-0.0837223454799143,0.18196833064736984,0.9728031112626525,-0.1163279941650102
SMIR.Body.021Y.M.CT.57761_74.png,0.9037489536654724,0.15150232408974484,0.27208248833943777,-0.2936937079390526
SMIR.Body.021Y.M.CT.57761_75.png,0.2577968781234008,-0.20313148276064585,-0.9306653334812168,-0.16167995360459855
