image,qw,qx,qy,qz,class
SMIR.Body.021Y.M.CT.57761_0.png,-0.6169610992422154,0.2442175420796637,-0.1595091361823351,0.7309402367066478,0
SMIR.Body.021Y.M.CT.57761_1.png,0.559951616237607,-0.4548147894347167,-0.4121256530779325,0.5565520109203034,1
SMIR.Body.021Y.M.CT.57761_2.png,-0.2843654600842666,0.0019902510469174,0.6261763366135632,0.725972120316649,2
SMIR.Body.021Y.M.CT.57761_3.png,-0.2594984904192101,0.1223923721312498,0.0060742229598999,-0.9579372341284528,3
SMIR.Body.021Y.M.CT.57761_4.png,0.5456532432247481,0.7652823812722331,-0.2596618801472401,0.2217681741617012,4
SMIR.Body.021Y.M.CT.57761_5.png,-0.8492375167140469,-0.262351987996051,0.4325650663823587,0.1511771740227483,5
SMIR.Body.021Y.M.CT.57761_6.png,-0.2055948445476916,0.577460285881491,-0.7405794370830707,0.2753406535453842,6
SMIR.Body.021Y.M.CT.57761_7.png,0.7382547791224516,-0.1276531522086412,0.4284229350426922,-0.5051122078939122,7
SMIR.Body.021Y.M.CT.57761_8.png,0.4085219422366708,0.4091626163791451,-0.1141972994853516,0.807870505006343,8
SMIR.Body.021Y.M.CT.57761_9.png,-0.9052894423969696,0.3497618871646604,0.2273977615026386,0.0800493962200094,9
SMIR.Body.021Y.M.CT.57761_10.png,-0.913351874610393,0.1228661601267957,-0.3881321369520156,0.0067604812283798,10
SMIR.Body.021Y.M.CT.57761_11.png,-0.7762113648511924,0.2143874124369691,0.0785708033991133,-0.5876738749660801,11
SMIR.Body.021Y.M.CT.57761_12.png,0.2348834176085941,0.8242457728663086,-0.4453524757858377,0.2590557051214141,12
SMIR.Body.021Y.M.CT.57761_13.png,-0.0438124086586508,-0.6086496426682035,-0.2020678853287111,-0.7660252313378316,13
SMIR.Body.021Y.M.CT.57761_14.png,-0.0967031834782818,0.964009483043909,0.2325684637797677,0.0851241479352359,14
SMIR.Body.021Y.M.CT.57761_15.png,-0.0567349313592644,-0.7857463656122674,-0.3453073305207033,0.5100457273416162,15
SMIR.Body.021Y.M.CT.57761_16.png,-0.1664929243946136,0.0717033250632317,-0.4822722664021351,0.8570602081305339,16
SMIR.Body.021Y.M.CT.57761_17.png,0.8363961507611462,0.2514733399250706,0.246951806649747,-0.4197826145653174,17
SMIR.Body.021Y.M.CT.57761_18.png,0.4921268182734333,0.6620139848670756,0.5133000906677762,-0.236794627255213,18
SMIR.Body.021Y.M.CT.57761_19.png,-0.6948544506509893,0.1368192304943802,0.044055549684631,0.704639552622064,19
SMIR.Body.021Y.M.CT.57761_20.png,-0.0392816429799678,0.0051191267651007,0.1146789367676135,0.992612456363412,20
SMIR.Body.021Y.M.CT.57761_21.png,-0.8857687238222802,0.3388434861490976,0.2501988105864891,0.1949343863295582,21
SMIR.Body.021Y.M.CT.57761_22.png,0.5937343674503932,0.1155216568548989,-0.7809178599136193,0.1558895242590514,22
SMIR.Body.021Y.M.CT.57761_23.png,-0.3485851711493055,-0.6127626196924456,-0.0708173691366269,0.7056877854908836,23
SMIR.Body.021Y.M.CT.57761_24.png,0.7581383230293515,-0.4947684899069395,-0.1834523036012732,-0.3831131384497739,24
SMIR.Body.021Y.M.CT.57761_25.png,0.8035921027419841,0.4130563263435949,0.2112218645342254,0.3728398149620496,25
SMIR.Body.021Y.M.CT.57761_26.png,0.5583276015386485,0.1983095612085847,-0.414042558217886,-0.6910226966444353,26
SMIR.Body.021Y.M.CT.57761_27.png,-0.3296506817011302,0.3151035543156388,-0.7922485384133757,0.4054410333124919,27
SMIR.Body.021Y.M.CT.57761_28.png,0.7077971342512834,-0.425875149999982,-0.3754776415791903,-0.4203214413187752,28
SMIR.Body.021Y.M.CT.57761_29.png,-0.3649063539456083,0.1365828093182144,0.914495835056581,0.1090222762238674,29
SMIR.Body.021Y.M.CT.57761_30.png,-0.8304523132116197,-0.3339950685417998,0.2400378433041424,-0.3757367209271997,30
SMIR.Body.021Y.M.CT.57761_31.png,0.104937878995091,-0.4539134806326288,-0.468334635521314,-0.7507418083623035,31
SMIR.Body.021Y.M.CT.57761_32.png,0.5523614463477644,0.564955985200404,0.3272058370334557,0.5183222044115825,32
SMIR.Body.021Y.M.CT.57761_33.png,0.3172455638848452,0.1367351631458648,-0.7814686266088623,0.5195820753075676,33
SMIR.Body.021Y.M.CT.57761_34.png,0.0902443323594397,-0.0974918900718033,0.5670076385706174,-0.8129290434286367,34
SMIR.Body.021Y.M.CT.57761_35.png,-0.353810614067501,0.742846510097396,-0.4381335472072261,0.361989097378513,35
