2021-08-20 15:24:35.789316: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcudart.so.10.1
2021-08-20 15:29:19.751005: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcuda.so.1
2021-08-20 15:29:19.781692: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1716] Found device 0 with properties: 
pciBusID: 0000:04:00.0 name: Tesla K40m computeCapability: 3.5
coreClock: 0.745GHz coreCount: 15 deviceMemorySize: 11.92GiB deviceMemoryBandwidth: 268.58GiB/s
2021-08-20 15:29:19.783744: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1716] Found device 1 with properties: 
pciBusID: 0000:82:00.0 name: Tesla K40m computeCapability: 3.5
coreClock: 0.745GHz coreCount: 15 deviceMemorySize: 11.92GiB deviceMemoryBandwidth: 268.58GiB/s
2021-08-20 15:29:19.784693: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcudart.so.10.1
2021-08-20 15:29:19.987193: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcublas.so.10
2021-08-20 15:29:20.219257: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcufft.so.10
2021-08-20 15:29:20.375358: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcurand.so.10
2021-08-20 15:29:20.789805: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcusolver.so.10
2021-08-20 15:29:20.915641: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcusparse.so.10
2021-08-20 15:29:21.474303: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcudnn.so.7
2021-08-20 15:29:21.480744: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1858] Adding visible gpu devices: 0, 1
2021-08-20 15:29:21.482272: I tensorflow/core/platform/cpu_feature_guard.cc:142] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN)to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2021-08-20 15:29:21.512948: I tensorflow/core/platform/profile_utils/cpu_utils.cc:104] CPU Frequency: 2199805000 Hz
2021-08-20 15:29:21.516820: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x3d8db40 initialized for platform Host (this does not guarantee that XLA will be used). Devices:
2021-08-20 15:29:21.517852: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): Host, Default Version
2021-08-20 15:29:21.660468: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x3e68340 initialized for platform CUDA (this does not guarantee that XLA will be used). Devices:
2021-08-20 15:29:21.661472: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): Tesla K40m, Compute Capability 3.5
2021-08-20 15:29:21.662343: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (1): Tesla K40m, Compute Capability 3.5
2021-08-20 15:29:21.668735: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1716] Found device 0 with properties: 
pciBusID: 0000:04:00.0 name: Tesla K40m computeCapability: 3.5
coreClock: 0.745GHz coreCount: 15 deviceMemorySize: 11.92GiB deviceMemoryBandwidth: 268.58GiB/s
2021-08-20 15:29:21.671032: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1716] Found device 1 with properties: 
pciBusID: 0000:82:00.0 name: Tesla K40m computeCapability: 3.5
coreClock: 0.745GHz coreCount: 15 deviceMemorySize: 11.92GiB deviceMemoryBandwidth: 268.58GiB/s
2021-08-20 15:29:21.671924: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcudart.so.10.1
2021-08-20 15:29:21.672778: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcublas.so.10
2021-08-20 15:29:21.673639: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcufft.so.10
2021-08-20 15:29:21.674456: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcurand.so.10
2021-08-20 15:29:21.675431: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcusolver.so.10
2021-08-20 15:29:21.676207: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcusparse.so.10
2021-08-20 15:29:21.676994: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcudnn.so.7
2021-08-20 15:29:21.682575: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1858] Adding visible gpu devices: 0, 1
2021-08-20 15:29:21.686918: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcudart.so.10.1
2021-08-20 15:29:25.821278: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1257] Device interconnect StreamExecutor with strength 1 edge matrix:
2021-08-20 15:29:25.822572: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1263]      0 1 
2021-08-20 15:29:25.823512: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1276] 0:   N N 
2021-08-20 15:29:25.824377: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1276] 1:   N N 
2021-08-20 15:29:25.839255: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1402] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 11226 MB memory) -> physical GPU (device: 0, name: Tesla K40m, pci bus id: 0000:04:00.0, compute capability: 3.5)
2021-08-20 15:29:25.847593: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1402] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:1 with 11329 MB memory) -> physical GPU (device: 1, name: Tesla K40m, pci bus id: 0000:82:00.0, compute capability: 3.5)
INFO: loading CT volume...
3D FFT computed.
Model: "functional_1"
__________________________________________________________________________________________________
Layer (type)                    Output Shape         Param #     Connected to                     
==================================================================================================
input_2 (InputLayer)            [(None, 200, 200, 3) 0                                            
__________________________________________________________________________________________________
inception_v3 (Functional)       (None, 4, 4, 2048)   21802784    input_2[0][0]                    
__________________________________________________________________________________________________
global_average_pooling2d (Globa (None, 2048)         0           inception_v3[0][0]               
__________________________________________________________________________________________________
dense (Dense)                   (None, 1024)         2098176     global_average_pooling2d[0][0]   
__________________________________________________________________________________________________
dense_1 (Dense)                 (None, 1)            1025        dense[0][0]                      
__________________________________________________________________________________________________
dense_2 (Dense)                 (None, 1)            1025        dense[0][0]                      
__________________________________________________________________________________________________
tf_op_layer_Mul (TensorFlowOpLa [(None, 1)]          0           dense_1[0][0]                    
__________________________________________________________________________________________________
tf_op_layer_Mul_1 (TensorFlowOp [(None, 1)]          0           dense_2[0][0]                    
==================================================================================================
Total params: 23,903,010
Trainable params: 23,868,578
Non-trainable params: 34,432
__________________________________________________________________________________________________
2021-08-20 15:29:42.794775: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcublas.so.10
2021-08-20 15:29:44.251598: I tensorflow/stream_executor/platform/default/dso_loader.cc:48] Successfully opened dynamic library libcudnn.so.7
Step 1: 	 loss = 0.2925  	 (20.37 seconds/step)
Step 2: 	 loss = 0.2985  	 (4.62 seconds/step)
Step 3: 	 loss = 0.2424  	 (4.81 seconds/step)
Step 4: 	 loss = 0.2940  	 (4.89 seconds/step)
Step 5: 	 loss = 0.2727  	 (4.90 seconds/step)
Step 6: 	 loss = 0.2515  	 (4.69 seconds/step)
Step 7: 	 loss = 0.2783  	 (4.69 seconds/step)
Step 8: 	 loss = 0.2081  	 (4.69 seconds/step)
Step 9: 	 loss = 0.2630  	 (4.81 seconds/step)
Step 10: 	 loss = 0.2651  	 (4.73 seconds/step)
Step 11: 	 loss = 0.2387  	 (4.72 seconds/step)
Step 12: 	 loss = 0.2279  	 (4.85 seconds/step)
Step 13: 	 loss = 0.2247  	 (4.65 seconds/step)
Step 14: 	 loss = 0.2514  	 (4.66 seconds/step)
Step 15: 	 loss = 0.2287  	 (4.77 seconds/step)
Step 16: 	 loss = 0.2053  	 (4.77 seconds/step)
Step 17: 	 loss = 0.2112  	 (4.77 seconds/step)
Step 18: 	 loss = 0.2345  	 (4.67 seconds/step)
Step 19: 	 loss = 0.1996  	 (4.71 seconds/step)
Step 20: 	 loss = 0.2141  	 (4.79 seconds/step)
Step 21: 	 loss = 0.2512  	 (4.65 seconds/step)
Step 22: 	 loss = 0.2332  	 (4.59 seconds/step)
Step 23: 	 loss = 0.2092  	 (4.90 seconds/step)
Step 24: 	 loss = 0.2395  	 (4.68 seconds/step)
Step 25: 	 loss = 0.2048  	 (4.92 seconds/step)
Step 26: 	 loss = 0.1946  	 (4.85 seconds/step)
Step 27: 	 loss = 0.2179  	 (4.68 seconds/step)
Step 28: 	 loss = 0.2028  	 (4.73 seconds/step)
Step 29: 	 loss = 0.2333  	 (4.74 seconds/step)
Step 30: 	 loss = 0.2120  	 (4.75 seconds/step)
Step 31: 	 loss = 0.1990  	 (4.97 seconds/step)
Step 32: 	 loss = 0.1754  	 (4.64 seconds/step)
Step 33: 	 loss = 0.1670  	 (4.73 seconds/step)
Step 34: 	 loss = 0.2160  	 (4.79 seconds/step)
Step 35: 	 loss = 0.2344  	 (4.79 seconds/step)
Step 36: 	 loss = 0.2008  	 (4.95 seconds/step)
Step 37: 	 loss = 0.2074  	 (4.75 seconds/step)
Step 38: 	 loss = 0.1889  	 (4.49 seconds/step)
Step 39: 	 loss = 0.1739  	 (4.61 seconds/step)
Step 40: 	 loss = 0.1884  	 (4.73 seconds/step)
Step 41: 	 loss = 0.2016  	 (4.90 seconds/step)
Step 42: 	 loss = 0.1995  	 (4.72 seconds/step)
Step 43: 	 loss = 0.2211  	 (4.78 seconds/step)
Step 44: 	 loss = 0.2092  	 (4.82 seconds/step)
Step 45: 	 loss = 0.1610  	 (4.78 seconds/step)
Step 46: 	 loss = 0.2097  	 (4.92 seconds/step)
Step 47: 	 loss = 0.1793  	 (4.74 seconds/step)
Step 48: 	 loss = 0.2011  	 (4.67 seconds/step)
Step 49: 	 loss = 0.1668  	 (4.82 seconds/step)
Step 50: 	 loss = 0.1859  	 (4.71 seconds/step)
Step 51: 	 loss = 0.1587  	 (4.80 seconds/step)
Step 52: 	 loss = 0.2011  	 (4.76 seconds/step)
Step 53: 	 loss = 0.2519  	 (4.72 seconds/step)
Step 54: 	 loss = 0.1723  	 (4.58 seconds/step)
Step 55: 	 loss = 0.1457  	 (4.78 seconds/step)
Step 56: 	 loss = 0.1775  	 (4.64 seconds/step)
Step 57: 	 loss = 0.1644  	 (4.77 seconds/step)
Step 58: 	 loss = 0.1716  	 (4.87 seconds/step)
Step 59: 	 loss = 0.1888  	 (4.74 seconds/step)
Step 60: 	 loss = 0.1683  	 (4.67 seconds/step)
Step 61: 	 loss = 0.1974  	 (4.58 seconds/step)
Step 62: 	 loss = 0.1703  	 (4.72 seconds/step)
Step 63: 	 loss = 0.1917  	 (4.78 seconds/step)
Step 64: 	 loss = 0.1897  	 (4.81 seconds/step)
Step 65: 	 loss = 0.1851  	 (4.69 seconds/step)
Step 66: 	 loss = 0.1793  	 (4.53 seconds/step)
Step 67: 	 loss = 0.2184  	 (4.72 seconds/step)
Step 68: 	 loss = 0.1660  	 (4.82 seconds/step)
Step 69: 	 loss = 0.2229  	 (4.87 seconds/step)
Step 70: 	 loss = 0.1987  	 (4.49 seconds/step)
Step 71: 	 loss = 0.1637  	 (4.61 seconds/step)
Step 72: 	 loss = 0.1836  	 (4.73 seconds/step)
Step 73: 	 loss = 0.1792  	 (4.75 seconds/step)
Step 74: 	 loss = 0.1662  	 (4.86 seconds/step)
Step 75: 	 loss = 0.1683  	 (4.73 seconds/step)
Step 76: 	 loss = 0.1586  	 (4.68 seconds/step)
Step 77: 	 loss = 0.2262  	 (4.72 seconds/step)
Step 78: 	 loss = 0.1636  	 (4.63 seconds/step)
Step 79: 	 loss = 0.1456  	 (4.83 seconds/step)
Step 80: 	 loss = 0.2185  	 (4.78 seconds/step)
Step 81: 	 loss = 0.1924  	 (4.76 seconds/step)
Step 82: 	 loss = 0.1981  	 (4.61 seconds/step)
Step 83: 	 loss = 0.1953  	 (4.75 seconds/step)
Step 84: 	 loss = 0.1546  	 (4.76 seconds/step)
Step 85: 	 loss = 0.2129  	 (4.74 seconds/step)
Step 86: 	 loss = 0.1782  	 (4.75 seconds/step)
Step 87: 	 loss = 0.2254  	 (4.61 seconds/step)
Step 88: 	 loss = 0.2081  	 (4.82 seconds/step)
Step 89: 	 loss = 0.1621  	 (4.68 seconds/step)
Step 90: 	 loss = 0.1627  	 (4.80 seconds/step)
Step 91: 	 loss = 0.1836  	 (4.81 seconds/step)
Step 92: 	 loss = 0.2184  	 (4.71 seconds/step)
Step 93: 	 loss = 0.1716  	 (4.74 seconds/step)
Step 94: 	 loss = 0.1617  	 (4.85 seconds/step)
Step 95: 	 loss = 0.1465  	 (4.92 seconds/step)
Step 96: 	 loss = 0.1616  	 (4.78 seconds/step)
Step 97: 	 loss = 0.1476  	 (4.76 seconds/step)
Step 98: 	 loss = 0.1759  	 (4.76 seconds/step)
Step 99: 	 loss = 0.2102  	 (4.78 seconds/step)
Step 100: 	 loss = 0.1990  	 (4.73 seconds/step)
Step 101: 	 loss = 0.2072  	 (4.78 seconds/step)
Step 102: 	 loss = 0.1992  	 (4.63 seconds/step)
Step 103: 	 loss = 0.1832  	 (4.75 seconds/step)
Step 104: 	 loss = 0.1864  	 (4.59 seconds/step)
Step 105: 	 loss = 0.1606  	 (4.66 seconds/step)
Step 106: 	 loss = 0.2135  	 (4.82 seconds/step)
Step 107: 	 loss = 0.1625  	 (4.84 seconds/step)
Step 108: 	 loss = 0.1456  	 (4.74 seconds/step)
Step 109: 	 loss = 0.1950  	 (4.67 seconds/step)
Step 110: 	 loss = 0.1647  	 (4.75 seconds/step)
Step 111: 	 loss = 0.1820  	 (4.86 seconds/step)
Step 112: 	 loss = 0.2055  	 (4.80 seconds/step)
Step 113: 	 loss = 0.1960  	 (4.76 seconds/step)
Step 114: 	 loss = 0.1688  	 (4.77 seconds/step)
Step 115: 	 loss = 0.2011  	 (4.75 seconds/step)
Step 116: 	 loss = 0.1764  	 (4.56 seconds/step)
Step 117: 	 loss = 0.1756  	 (4.84 seconds/step)
Step 118: 	 loss = 0.1762  	 (4.61 seconds/step)
